2017-06-30 16:21:48.986380: W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE4.1 instructions, but these are available on your machine and could speed up CPU computations.
2017-06-30 16:21:48.986422: W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE4.2 instructions, but these are available on your machine and could speed up CPU computations.
2017-06-30 16:21:48.986429: W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use AVX instructions, but these are available on your machine and could speed up CPU computations.
2017-06-30 16:21:48.986433: W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use AVX2 instructions, but these are available on your machine and could speed up CPU computations.
2017-06-30 16:21:48.986437: W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use FMA instructions, but these are available on your machine and could speed up CPU computations.
2017-06-30 16:21:49.366665: I tensorflow/core/common_runtime/gpu/gpu_device.cc:887] Found device 0 with properties: 
name: Tesla K40m
major: 3 minor: 5 memoryClockRate (GHz) 0.8755
pciBusID 0000:81:00.0
Iteration: 3180100
Loss: 0.74904
Accuracy: 1.0
Iteration: 3180200
Loss: 5.43177
Accuracy: 1.0
Iteration: 3180300
Loss: 0.650601
Accuracy: 1.0
Iteration: 3180400
Loss: 1.10201
Accuracy: 1.0
Iteration: 3180500
Loss: 1.76633
Accuracy: 1.0
Independent Test set: 0.9723
Iteration: 3180600
Loss: 1.15845
Accuracy: 1.0
Iteration: 3180700
Loss: 0.885658
Accuracy: 1.0
Iteration: 3180800
Loss: 1.8567
Accuracy: 1.0
Iteration: 3180900
Loss: 1.04495
Accuracy: 1.0
Iteration: 3181000
Loss: 1.95658
Accuracy: 1.0
Independent Test set: 0.9744
Iteration: 3181100
Loss: 5.19277
Accuracy: 1.0
Iteration: 3181200
Loss: 4.8541
Accuracy: 0.96
Iteration: 3181300
Loss: 2.82219
Accuracy: 1.0
Iteration: 3181400
Loss: 3.481
Accuracy: 1.0
Iteration: 3181500
Loss: 4.12298
Accuracy: 1.0
Independent Test set: 0.9737
Iteration: 3181600
Loss: 0.661571
Accuracy: 1.0
Iteration: 3181700
Loss: 4.03737
Accuracy: 1.0
Iteration: 3181800
Loss: 5.52103
Accuracy: 1.0
Iteration: 3181900
Loss: 1.05321
Accuracy: 1.0
Iteration: 3182000
Loss: 5.25494
Accuracy: 1.0
Independent Test set: 0.9745
Iteration: 3182100
Loss: 2.61727
Accuracy: 1.0
Iteration: 3182200
Loss: 4.76447
Accuracy: 0.96
Iteration: 3182300
Loss: 1.82708
Accuracy: 1.0
Iteration: 3182400
Loss: 2.35373
Accuracy: 1.0
Iteration: 3182500
Loss: 1.32356
Accuracy: 1.0
Independent Test set: 0.9748
Iteration: 3182600
Loss: 2.34278
Accuracy: 1.0
Iteration: 3182700
Loss: 2.24301
Accuracy: 1.0
Iteration: 3182800
Loss: 2.34128
Accuracy: 1.0
Iteration: 3182900
Loss: 2.52766
Accuracy: 1.0
Iteration: 3183000
Loss: 2.61777
Accuracy: 1.0
Independent Test set: 0.973
Iteration: 3183100
Loss: 0.626586
Accuracy: 1.0
Iteration: 3183200
Loss: 2.33278
Accuracy: 1.0
Iteration: 3183300
Loss: 2.99768
Accuracy: 1.0
Iteration: 3183400
Loss: 2.34933
Accuracy: 1.0
Iteration: 3183500
Loss: 0.802251
Accuracy: 1.0
Independent Test set: 0.9736
Iteration: 3183600
Loss: 2.03582
Accuracy: 1.0
Iteration: 3183700
Loss: 5.78262
Accuracy: 1.0
Iteration: 3183800
Loss: 1.19778
Accuracy: 1.0
Iteration: 3183900
Loss: 2.66843
Accuracy: 1.0
Iteration: 3184000
Loss: 1.28952
Accuracy: 1.0
Independent Test set: 0.9752
Iteration: 3184100
Loss: 1.08749
Accuracy: 1.0
Iteration: 3184200
Loss: 2.65196
Accuracy: 1.0
Iteration: 3184300
Loss: 2.73493
Accuracy: 1.0
Iteration: 3184400
Loss: 7.31993
Accuracy: 0.96
Iteration: 3184500
Loss: 5.09073
Accuracy: 1.0
Independent Test set: 0.9747
Iteration: 3184600
Loss: 1.99886
Accuracy: 1.0
Iteration: 3184700
Loss: 0.527835
Accuracy: 1.0
Iteration: 3184800
Loss: 1.06043
Accuracy: 1.0
Iteration: 3184900
Loss: 4.47242
Accuracy: 0.96
Iteration: 3185000
Loss: 9.38914
Accuracy: 0.96
Independent Test set: 0.9747
Iteration: 3185100
Loss: 2.64725
Accuracy: 1.0
Iteration: 3185200
Loss: 7.2007
Accuracy: 0.96
Iteration: 3185300
Loss: 16.7043
Accuracy: 0.92
Iteration: 3185400
Loss: 4.39581
Accuracy: 1.0
Iteration: 3185500
Loss: 4.74743
Accuracy: 1.0
Independent Test set: 0.9721
Iteration: 3185600
Loss: 2.7498
Accuracy: 1.0
Iteration: 3185700
Loss: 2.1205
Accuracy: 1.0
Iteration: 3185800
Loss: 3.15963
Accuracy: 1.0
Iteration: 3185900
Loss: 7.02149
Accuracy: 0.96
Iteration: 3186000
Loss: 4.2237
Accuracy: 1.0
Independent Test set: 0.9747
Iteration: 3186100
Loss: 6.01051
Accuracy: 0.96
Iteration: 3186200
Loss: 3.20388
Accuracy: 1.0
Iteration: 3186300
Loss: 1.95462
Accuracy: 1.0
Iteration: 3186400
Loss: 0.902749
Accuracy: 1.0
Iteration: 3186500
Loss: 1.99332
Accuracy: 1.0
Independent Test set: 0.9722
Iteration: 3186600
Loss: 4.81813
Accuracy: 0.96
Iteration: 3186700
Loss: 8.80554
Accuracy: 0.96
Iteration: 3186800
Loss: 2.1626
Accuracy: 1.0
Iteration: 3186900
Loss: 3.90163
Accuracy: 0.96
Iteration: 3187000
Loss: 3.13142
Accuracy: 1.0
Independent Test set: 0.9758
Iteration: 3187100
Loss: 3.6731
Accuracy: 1.0
Iteration: 3187200
Loss: 2.36629
Accuracy: 1.0
Iteration: 3187300
Loss: 5.01326
Accuracy: 1.0
Iteration: 3187400
Loss: 2.16274
Accuracy: 1.0
Iteration: 3187500
Loss: 1.21132
Accuracy: 1.0
Independent Test set: 0.9755
Iteration: 3187600
Loss: 4.49438
Accuracy: 0.96
Iteration: 3187700
Loss: 0.59217
Accuracy: 1.0
Iteration: 3187800
Loss: 1.75535
Accuracy: 1.0
Iteration: 3187900
Loss: 3.99452
Accuracy: 1.0
Iteration: 3188000
Loss: 1.79979
Accuracy: 1.0
Independent Test set: 0.9739
Iteration: 3188100
Loss: 1.37007
Accuracy: 1.0
Iteration: 3188200
Loss: 5.55735
Accuracy: 0.96
Iteration: 3188300
Loss: 4.03057
Accuracy: 1.0
Iteration: 3188400
Loss: 2.10956
Accuracy: 1.0
Iteration: 3188500
Loss: 2.16427
Accuracy: 1.0
Independent Test set: 0.9748
Iteration: 3188600
Loss: 1.33118
Accuracy: 1.0
Iteration: 3188700
Loss: 2.84664
Accuracy: 1.0
Iteration: 3188800
Loss: 1.53872
Accuracy: 1.0
Iteration: 3188900
Loss: 1.6468
Accuracy: 1.0
Iteration: 3189000
Loss: 6.01092
Accuracy: 0.96
Independent Test set: 0.9754
Iteration: 3189100
Loss: 3.36141
Accuracy: 1.0
Iteration: 3189200
Loss: 2.15119
Accuracy: 1.0
Iteration: 3189300
Loss: 4.74188
Accuracy: 0.96
Iteration: 3189400
Loss: 1.46432
Accuracy: 1.0
Iteration: 3189500
Loss: 4.44967
Accuracy: 0.96
Independent Test set: 0.9742
Iteration: 3189600
Loss: 2.53372
Accuracy: 1.0
Iteration: 3189700
Loss: 0.562303
Accuracy: 1.0
Iteration: 3189800
Loss: 4.68809
Accuracy: 0.96
Iteration: 3189900
Loss: 5.64463
Accuracy: 1.0
Iteration: 3190000
Loss: 10.3014
Accuracy: 0.96
Independent Test set: 0.9741
Iteration: 3190100
Loss: 2.26185
Accuracy: 1.0
Iteration: 3190200
Loss: 1.09897
Accuracy: 1.0
Iteration: 3190300
Loss: 6.77296
Accuracy: 1.0
Iteration: 3190400
Loss: 1.33259
Accuracy: 1.0
Iteration: 3190500
Loss: 2.85207
Accuracy: 1.0
Independent Test set: 0.975
Iteration: 3190600
Loss: 3.84051
Accuracy: 1.0
Iteration: 3190700
Loss: 5.34793
Accuracy: 1.0
Iteration: 3190800
Loss: 2.07692
Accuracy: 1.0
Iteration: 3190900
Loss: 4.79245
Accuracy: 0.96
Iteration: 3191000
Loss: 3.80124
Accuracy: 0.96
Independent Test set: 0.9745
Iteration: 3191100
Loss: 0.898456
Accuracy: 1.0
Iteration: 3191200
Loss: 0.575712
Accuracy: 1.0
Iteration: 3191300
Loss: 2.75692
Accuracy: 1.0
Iteration: 3191400
Loss: 1.38143
Accuracy: 1.0
Iteration: 3191500
Loss: 7.44382
Accuracy: 0.96
Independent Test set: 0.9746
Iteration: 3191600
Loss: 1.65415
Accuracy: 1.0
Iteration: 3191700
Loss: 1.19111
Accuracy: 1.0
Iteration: 3191800
Loss: 4.37487
Accuracy: 1.0
Iteration: 3191900
Loss: 1.01597
Accuracy: 1.0
Iteration: 3192000
Loss: 2.24478
Accuracy: 1.0
Independent Test set: 0.9751
Iteration: 3192100
Loss: 1.96254
Accuracy: 1.0
Iteration: 3192200
Loss: 3.25405
Accuracy: 1.0
Iteration: 3192300
Loss: 3.253
Accuracy: 1.0
Iteration: 3192400
Loss: 7.449
Accuracy: 0.96
Iteration: 3192500
Loss: 7.18121
Accuracy: 0.96
Independent Test set: 0.9736
Iteration: 3192600
Loss: 1.52786
Accuracy: 1.0
Iteration: 3192700
Loss: 4.06487
Accuracy: 0.96
Iteration: 3192800
Loss: 4.15855
Accuracy: 1.0
Iteration: 3192900
Loss: 2.64836
Accuracy: 1.0
Iteration: 3193000
Loss: 7.19254
Accuracy: 0.96
Independent Test set: 0.9754
Iteration: 3193100
Loss: 3.90207
Accuracy: 1.0
Iteration: 3193200
Loss: 3.42046
Accuracy: 1.0
Iteration: 3193300
Loss: 4.57643
Accuracy: 1.0
Iteration: 3193400
Loss: 0.594264
Accuracy: 1.0
Iteration: 3193500
Loss: 3.77264
Accuracy: 1.0
Independent Test set: 0.9748
Iteration: 3193600
Loss: 1.656
Accuracy: 1.0
Iteration: 3193700
Loss: 3.79232
Accuracy: 1.0
Iteration: 3193800
Loss: 1.22601
Accuracy: 1.0
Iteration: 3193900
Loss: 1.05793
Accuracy: 1.0
Iteration: 3194000
Loss: 0.833308
Accuracy: 1.0
Independent Test set: 0.9752
Iteration: 3194100
Loss: 1.97701
Accuracy: 1.0
Iteration: 3194200
Loss: 2.12079
Accuracy: 1.0
Iteration: 3194300
Loss: 1.28948
Accuracy: 1.0
Iteration: 3194400
Loss: 4.41531
Accuracy: 1.0
Iteration: 3194500
Loss: 2.22329
Accuracy: 1.0
Independent Test set: 0.9754
Iteration: 3194600
Loss: 4.45294
Accuracy: 1.0
Iteration: 3194700
Loss: 2.09344
Accuracy: 1.0
Iteration: 3194800
Loss: 2.48082
Accuracy: 1.0
Iteration: 3194900
Loss: 6.71089
Accuracy: 1.0
Iteration: 3195000
Loss: 2.09139
Accuracy: 1.0
Independent Test set: 0.9751
Iteration: 3195100
Loss: 5.39383
Accuracy: 0.96
Iteration: 3195200
Loss: 3.64082
Accuracy: 1.0
Iteration: 3195300
Loss: 1.34864
Accuracy: 1.0
Iteration: 3195400
Loss: 1.76441
Accuracy: 1.0
Iteration: 3195500
Loss: 0.840508
Accuracy: 1.0
Independent Test set: 0.9734
Iteration: 3195600
Loss: 4.04239
Accuracy: 1.0
Iteration: 3195700
Loss: 3.57799
Accuracy: 1.0
Iteration: 3195800
Loss: 6.32283
Accuracy: 0.96
Iteration: 3195900
Loss: 8.12246
Accuracy: 0.96
Iteration: 3196000
Loss: 5.50082
Accuracy: 0.96
Independent Test set: 0.9746
Iteration: 3196100
Loss: 5.51728
Accuracy: 0.96
Iteration: 3196200
Loss: 3.58951
Accuracy: 1.0
Iteration: 3196300
Loss: 2.79571
Accuracy: 1.0
Iteration: 3196400
Loss: 0.40098
Accuracy: 1.0
Iteration: 3196500
Loss: 0.864268
Accuracy: 1.0
Independent Test set: 0.9731
Iteration: 3196600
Loss: 1.45061
Accuracy: 1.0
Iteration: 3196700
Loss: 5.71546
Accuracy: 0.96
Iteration: 3196800
Loss: 0.764912
Accuracy: 1.0
Iteration: 3196900
Loss: 0.46922
Accuracy: 1.0
Iteration: 3197000
Loss: 1.94934
Accuracy: 1.0
Independent Test set: 0.9742
Iteration: 3197100
Loss: 4.62589
Accuracy: 1.0
Iteration: 3197200
Loss: 4.59552
Accuracy: 1.0
Iteration: 3197300
Loss: 0.691752
Accuracy: 1.0
Iteration: 3197400
Loss: 2.30351
Accuracy: 1.0
Iteration: 3197500
Loss: 4.12658
Accuracy: 1.0
Independent Test set: 0.9749
Iteration: 3197600
Loss: 2.12842
Accuracy: 1.0
Iteration: 3197700
Loss: 3.89707
Accuracy: 1.0
Iteration: 3197800
Loss: 1.89094
Accuracy: 1.0
Iteration: 3197900
Loss: 5.14924
Accuracy: 1.0
Iteration: 3198000
Loss: 0.820834
Accuracy: 1.0
Independent Test set: 0.9751
Iteration: 3198100
Loss: 5.38027
Accuracy: 1.0
Iteration: 3198200
Loss: 11.9534
Accuracy: 0.96
Iteration: 3198300
Loss: 1.36238
Accuracy: 1.0
Iteration: 3198400
Loss: 5.84617
Accuracy: 1.0
Iteration: 3198500
Loss: 2.62246
Accuracy: 1.0
Independent Test set: 0.9722
Iteration: 3198600
Loss: 3.08065
Accuracy: 1.0
Iteration: 3198700
Loss: 0.387635
Accuracy: 1.0
Iteration: 3198800
Loss: 4.47258
Accuracy: 1.0
Iteration: 3198900
Loss: 7.04205
Accuracy: 1.0
Iteration: 3199000
Loss: 4.33665
Accuracy: 1.0
Independent Test set: 0.9741
Iteration: 3199100
Loss: 3.57849
Accuracy: 1.0
Iteration: 3199200
Loss: 1.74937
Accuracy: 1.0
Iteration: 3199300
Loss: 1.12509
Accuracy: 1.0
Iteration: 3199400
Loss: 3.30895
Accuracy: 1.0
Iteration: 3199500
Loss: 6.0001
Accuracy: 0.96
Independent Test set: 0.975
Iteration: 3199600
Loss: 0.959886
Accuracy: 1.0
Iteration: 3199700
Loss: 1.86456
Accuracy: 1.0
Iteration: 3199800
Loss: 1.57175
Accuracy: 1.0
Iteration: 3199900
Loss: 3.31909
Accuracy: 1.0
Iteration: 3200000
Loss: 2.6648
Accuracy: 1.0
Independent Test set: 0.9736
Saving model...
./saved/max/model
Iteration: 3200100
Loss: 3.92009
Accuracy: 1.0
Iteration: 3200200
Loss: 2.28263
Accuracy: 1.0
Iteration: 3200300
Loss: 2.08393
Accuracy: 1.0
Iteration: 3200400
Loss: 2.18946
Accuracy: 1.0
Iteration: 3200500
Loss: 1.46576
Accuracy: 1.0
Independent Test set: 0.9752
Iteration: 3200600
Loss: 0.911431
Accuracy: 1.0
Iteration: 3200700
Loss: 5.05018
Accuracy: 1.0
Iteration: 3200800
Loss: 4.61144
Accuracy: 1.0
Iteration: 3200900
Loss: 2.23794
Accuracy: 1.0
Iteration: 3201000
Loss: 0.765712
Accuracy: 1.0
Independent Test set: 0.9761
Iteration: 3201100
Loss: 1.12144
Accuracy: 1.0
Iteration: 3201200
Loss: 1.61831
Accuracy: 1.0
Iteration: 3201300
Loss: 2.67025
Accuracy: 1.0
Iteration: 3201400
Loss: 4.23673
Accuracy: 1.0
Iteration: 3201500
Loss: 9.37244
Accuracy: 0.96
Independent Test set: 0.9735
Iteration: 3201600
Loss: 1.66262
Accuracy: 1.0
Iteration: 3201700
Loss: 2.52262
Accuracy: 1.0
Iteration: 3201800
Loss: 2.98115
Accuracy: 1.0
Iteration: 3201900
Loss: 3.97155
Accuracy: 1.0
Iteration: 3202000
Loss: 2.98574
Accuracy: 1.0
Independent Test set: 0.9756
Iteration: 3202100
Loss: 1.49501
Accuracy: 1.0
Iteration: 3202200
Loss: 1.28344
Accuracy: 1.0
Iteration: 3202300
Loss: 6.27203
Accuracy: 0.96
Iteration: 3202400
Loss: 2.0888
Accuracy: 1.0
Iteration: 3202500
Loss: 2.1166
Accuracy: 1.0
Independent Test set: 0.9708
Iteration: 3202600
Loss: 3.06712
Accuracy: 1.0
Iteration: 3202700
Loss: 0.781714
Accuracy: 1.0
Iteration: 3202800
Loss: 3.69589
Accuracy: 1.0
Iteration: 3202900
Loss: 2.45191
Accuracy: 1.0
Iteration: 3203000
Loss: 1.69647
Accuracy: 1.0
Independent Test set: 0.9742
Iteration: 3203100
Loss: 10.7273
Accuracy: 0.96
Iteration: 3203200
Loss: 1.64351
Accuracy: 1.0
Iteration: 3203300
Loss: 0.312266
Accuracy: 1.0
Iteration: 3203400
Loss: 2.91804
Accuracy: 1.0
Iteration: 3203500
Loss: 1.54236
Accuracy: 1.0
Independent Test set: 0.9741
Iteration: 3203600
Loss: 2.77925
Accuracy: 1.0
Iteration: 3203700
Loss: 7.71898
Accuracy: 0.96
Iteration: 3203800
Loss: 5.81451
Accuracy: 1.0
Iteration: 3203900
Loss: 1.94592
Accuracy: 1.0
Iteration: 3204000
Loss: 5.57555
Accuracy: 1.0
Independent Test set: 0.9751
Iteration: 3204100
Loss: 1.51709
Accuracy: 1.0
Iteration: 3204200
Loss: 7.56629
Accuracy: 0.96
Iteration: 3204300
Loss: 6.24983
Accuracy: 0.96
Iteration: 3204400
Loss: 5.69064
Accuracy: 0.96
Iteration: 3204500
Loss: 1.16718
Accuracy: 1.0
Independent Test set: 0.9737
Iteration: 3204600
Loss: 1.64031
Accuracy: 1.0
Iteration: 3204700
Loss: 3.35602
Accuracy: 1.0
Iteration: 3204800
Loss: 1.94084
Accuracy: 1.0
Iteration: 3204900
Loss: 6.28456
Accuracy: 0.96
Iteration: 3205000
Loss: 5.59298
Accuracy: 1.0
Independent Test set: 0.9748
Iteration: 3205100
Loss: 2.41682
Accuracy: 1.0
Iteration: 3205200
Loss: 2.25857
Accuracy: 1.0
Iteration: 3205300
Loss: 1.27852
Accuracy: 1.0
Iteration: 3205400
Loss: 1.55674
Accuracy: 1.0
Iteration: 3205500
Loss: 6.00474
Accuracy: 0.96
Independent Test set: 0.9744
Iteration: 3205600
Loss: 1.56869
Accuracy: 1.0
Iteration: 3205700
Loss: 1.88394
Accuracy: 1.0
Iteration: 3205800
Loss: 3.18257
Accuracy: 1.0
Iteration: 3205900
Loss: 3.37709
Accuracy: 1.0
Iteration: 3206000
Loss: 1.33159
Accuracy: 1.0
Independent Test set: 0.9742
Iteration: 3206100
Loss: 1.60833
Accuracy: 1.0
Iteration: 3206200
Loss: 3.85557
Accuracy: 0.96
Iteration: 3206300
Loss: 6.55285
Accuracy: 0.96
Iteration: 3206400
Loss: 2.37497
Accuracy: 1.0
Iteration: 3206500
Loss: 1.30457
Accuracy: 1.0
Independent Test set: 0.9744
Iteration: 3206600
Loss: 2.55355
Accuracy: 1.0
Iteration: 3206700
Loss: 5.06808
Accuracy: 1.0
Iteration: 3206800
Loss: 0.79039
Accuracy: 1.0
Iteration: 3206900
Loss: 3.6338
Accuracy: 1.0
Iteration: 3207000
Loss: 3.05431
Accuracy: 1.0
Independent Test set: 0.9736
Iteration: 3207100
Loss: 2.61623
Accuracy: 1.0
Iteration: 3207200
Loss: 2.70246
Accuracy: 1.0
Iteration: 3207300
Loss: 2.66654
Accuracy: 1.0
Iteration: 3207400
Loss: 4.33541
Accuracy: 1.0
Iteration: 3207500
Loss: 1.81521
Accuracy: 1.0
Independent Test set: 0.975
Iteration: 3207600
Loss: 5.34496
Accuracy: 1.0
Iteration: 3207700
Loss: 0.511513
Accuracy: 1.0
Iteration: 3207800
Loss: 3.68511
Accuracy: 1.0
Iteration: 3207900
Loss: 1.9042
Accuracy: 1.0
Iteration: 3208000
Loss: 0.623798
Accuracy: 1.0
Independent Test set: 0.9743
Iteration: 3208100
Loss: 2.71101
Accuracy: 1.0
Iteration: 3208200
Loss: 10.9884
Accuracy: 0.92
Iteration: 3208300
Loss: 1.38253
Accuracy: 1.0
Iteration: 3208400
Loss: 5.57143
Accuracy: 1.0
Iteration: 3208500
Loss: 5.16772
Accuracy: 0.96
Independent Test set: 0.9736
Iteration: 3208600
Loss: 2.59024
Accuracy: 1.0
Iteration: 3208700
Loss: 4.68339
Accuracy: 0.96
Iteration: 3208800
Loss: 1.48996
Accuracy: 1.0
Iteration: 3208900
Loss: 2.20537
Accuracy: 1.0
Iteration: 3209000
Loss: 1.09833
Accuracy: 1.0
Independent Test set: 0.9736
Iteration: 3209100
Loss: 6.04454
Accuracy: 0.96
Iteration: 3209200
Loss: 7.72657
Accuracy: 0.96
Iteration: 3209300
Loss: 4.53105
Accuracy: 1.0
Iteration: 3209400
Loss: 1.95558
Accuracy: 1.0
Iteration: 3209500
Loss: 5.33219
Accuracy: 0.96
Independent Test set: 0.9732
Iteration: 3209600
Loss: 2.288
Accuracy: 1.0
Iteration: 3209700
Loss: 1.74956
Accuracy: 1.0
Iteration: 3209800
Loss: 3.64894
Accuracy: 1.0
Iteration: 3209900
Loss: 6.11559
Accuracy: 1.0
Iteration: 3210000
Loss: 2.61335
Accuracy: 1.0
Independent Test set: 0.9735
Iteration: 3210100
Loss: 5.43839
Accuracy: 1.0
Iteration: 3210200
Loss: 2.03068
Accuracy: 1.0
Iteration: 3210300
Loss: 7.81561
Accuracy: 1.0
Iteration: 3210400
Loss: 3.12069
Accuracy: 1.0
Iteration: 3210500
Loss: 8.10655
Accuracy: 0.96
Independent Test set: 0.9753
Iteration: 3210600
Loss: 2.01964
Accuracy: 1.0
Iteration: 3210700
Loss: 4.0706
Accuracy: 1.0
Iteration: 3210800
Loss: 1.62693
Accuracy: 1.0
Iteration: 3210900
Loss: 6.11711
Accuracy: 0.96
Iteration: 3211000
Loss: 2.13948
Accuracy: 1.0
Independent Test set: 0.9748
Iteration: 3211100
Loss: 1.18189
Accuracy: 1.0
Iteration: 3211200
Loss: 2.69082
Accuracy: 1.0
Iteration: 3211300
Loss: 8.6129
Accuracy: 0.96
Iteration: 3211400
Loss: 2.02997
Accuracy: 1.0
Iteration: 3211500
Loss: 2.23592
Accuracy: 1.0
Independent Test set: 0.9738
Iteration: 3211600
Loss: 4.33789
Accuracy: 1.0
Iteration: 3211700
Loss: 5.35287
Accuracy: 0.96
Iteration: 3211800
Loss: 6.7459
Accuracy: 0.96
Iteration: 3211900
Loss: 1.6228
Accuracy: 1.0
Iteration: 3212000
Loss: 0.998548
Accuracy: 1.0
Independent Test set: 0.975
Iteration: 3212100
Loss: 2.47075
Accuracy: 1.0
Iteration: 3212200
Loss: 4.34101
Accuracy: 1.0
Iteration: 3212300
Loss: 2.34094
Accuracy: 1.0
Iteration: 3212400
Loss: 2.2567
Accuracy: 1.0
Iteration: 3212500
Loss: 3.00577
Accuracy: 1.0
Independent Test set: 0.9734
Iteration: 3212600
Loss: 2.17016
Accuracy: 1.0
Iteration: 3212700
Loss: 0.666831
Accuracy: 1.0
Iteration: 3212800
Loss: 1.77323
Accuracy: 1.0
Iteration: 3212900
Loss: 2.99978
Accuracy: 1.0
Iteration: 3213000
Loss: 7.57146
Accuracy: 0.96
Independent Test set: 0.9743
Iteration: 3213100
Loss: 0.993639
Accuracy: 1.0
Iteration: 3213200
Loss: 5.65539
Accuracy: 0.96
Iteration: 3213300
Loss: 1.41029
Accuracy: 1.0
Iteration: 3213400
Loss: 2.98432
Accuracy: 1.0
Iteration: 3213500
Loss: 1.86582
Accuracy: 1.0
Independent Test set: 0.9757
Iteration: 3213600
Loss: 6.45755
Accuracy: 0.96
Iteration: 3213700
Loss: 1.45875
Accuracy: 1.0
Iteration: 3213800
Loss: 5.46854
Accuracy: 0.96
Iteration: 3213900
Loss: 2.048
Accuracy: 1.0
Iteration: 3214000
Loss: 1.29595
Accuracy: 1.0
Independent Test set: 0.9747
Iteration: 3214100
Loss: 2.86548
Accuracy: 1.0
Iteration: 3214200
Loss: 1.64692
Accuracy: 1.0
Iteration: 3214300
Loss: 3.63832
Accuracy: 1.0
Iteration: 3214400
Loss: 1.62832
Accuracy: 1.0
Iteration: 3214500
Loss: 1.90183
Accuracy: 1.0
Independent Test set: 0.9751
Iteration: 3214600
Loss: 6.55294
Accuracy: 0.96
Iteration: 3214700
Loss: 4.78064
Accuracy: 0.96
Iteration: 3214800
Loss: 6.01197
Accuracy: 1.0
Iteration: 3214900
Loss: 5.02188
Accuracy: 1.0
Iteration: 3215000
Loss: 6.19102
Accuracy: 0.96
Independent Test set: 0.9729
Iteration: 3215100
Loss: 1.00254
Accuracy: 1.0
Iteration: 3215200
Loss: 2.62572
Accuracy: 1.0
Iteration: 3215300
Loss: 2.1514
Accuracy: 1.0
Iteration: 3215400
Loss: 1.99804
Accuracy: 1.0
Iteration: 3215500
Loss: 4.60248
Accuracy: 1.0
Independent Test set: 0.9745
Iteration: 3215600
Loss: 0.93542
Accuracy: 1.0
Iteration: 3215700
Loss: 1.06929
Accuracy: 1.0
Iteration: 3215800
Loss: 1.09734
Accuracy: 1.0
Iteration: 3215900
Loss: 1.44606
Accuracy: 1.0
Iteration: 3216000
Loss: 1.68828
Accuracy: 1.0
Independent Test set: 0.9756
Iteration: 3216100
Loss: 1.5575
Accuracy: 1.0
Iteration: 3216200
Loss: 2.28558
Accuracy: 1.0
Iteration: 3216300
Loss: 7.16392
Accuracy: 1.0
Iteration: 3216400
Loss: 7.14754
Accuracy: 0.96
Iteration: 3216500
Loss: 2.2059
Accuracy: 1.0
Independent Test set: 0.9759
Iteration: 3216600
Loss: 1.51705
Accuracy: 1.0
Iteration: 3216700
Loss: 2.44943
Accuracy: 1.0
Iteration: 3216800
Loss: 2.83086
Accuracy: 1.0
Iteration: 3216900
Loss: 5.80405
Accuracy: 0.96
Iteration: 3217000
Loss: 1.23557
Accuracy: 1.0
Independent Test set: 0.9751
Iteration: 3217100
Loss: 1.04517
Accuracy: 1.0
Iteration: 3217200
Loss: 2.2504
Accuracy: 1.0
Iteration: 3217300
Loss: 5.33842
Accuracy: 1.0
Iteration: 3217400
Loss: 1.25896
Accuracy: 1.0
Iteration: 3217500
Loss: 1.59104
Accuracy: 1.0
Independent Test set: 0.9753
Iteration: 3217600
Loss: 1.81638
Accuracy: 1.0
Iteration: 3217700
Loss: 1.17835
Accuracy: 1.0
Iteration: 3217800
Loss: 5.26645
Accuracy: 0.96
Iteration: 3217900
Loss: 1.55154
Accuracy: 1.0
Iteration: 3218000
Loss: 0.55769
Accuracy: 1.0
Independent Test set: 0.975
Iteration: 3218100
Loss: 6.04481
Accuracy: 0.96
Iteration: 3218200
Loss: 2.01549
Accuracy: 1.0
Iteration: 3218300
Loss: 5.83199
Accuracy: 0.96
Iteration: 3218400
Loss: 1.39321
Accuracy: 1.0
Iteration: 3218500
Loss: 3.36061
Accuracy: 1.0
Independent Test set: 0.9763
Iteration: 3218600
Loss: 1.73197
Accuracy: 1.0
Iteration: 3218700
Loss: 2.24021
Accuracy: 1.0
Iteration: 3218800
Loss: 0.77422
Accuracy: 1.0
Iteration: 3218900
Loss: 2.75502
Accuracy: 1.0
Iteration: 3219000
Loss: 1.36723
Accuracy: 1.0
Independent Test set: 0.9764
Iteration: 3219100
Loss: 4.85958
Accuracy: 1.0
Iteration: 3219200
Loss: 1.32688
Accuracy: 1.0
Iteration: 3219300
Loss: 4.19059
Accuracy: 1.0
Iteration: 3219400
Loss: 3.15822
Accuracy: 1.0
Iteration: 3219500
Loss: 2.97112
Accuracy: 1.0
Independent Test set: 0.9679
Iteration: 3219600
Loss: 7.36001
Accuracy: 0.96
Iteration: 3219700
Loss: 1.57359
Accuracy: 1.0
Iteration: 3219800
Loss: 9.72503
Accuracy: 0.96
Iteration: 3219900
Loss: 1.13812
Accuracy: 1.0
Iteration: 3220000
Loss: 5.89647
Accuracy: 1.0
Independent Test set: 0.9728
